id;ad_id;lifecycle_id;metric_name;metric_value;timestamp;window_type;stage;created_at;metadata;window_size;anomalies_detected;seasonality_detected;time_period;timestamps;values;trend_direction
005481bb-e91b-41c0-b3e5-b60809ece990;120232965440920160;lifecycle_120232965440920160;ctr;0.0000;2025-10-26 21:36:07.095508+00;;scaling;2025-10-26 20:36:07.204803+00;"{""clicks"":0,""impressions"":37}";1h;false;false;1d;[];[];stable
0055c55b-b67a-4cf8-8e8b-da217f3f91c4;120232965425640160;lifecycle_120232965425640160;cpc;3.3167;2025-10-26 19:07:57.406104+00;;validation;2025-10-26 18:07:57.517622+00;"{""clicks"":3,""impressions"":59}";1h;false;false;1d;[];[];stable
005c42ed-17b8-49ea-8a11-c7114bf6b11d;120232965425640160;lifecycle_120232965425640160;cpc;0.0000;2025-10-27 12:49:05+00;;scaling;2025-10-27 11:49:06.086696+00;{};1h;false;false;1d;[];[];stable
005cbee5-278d-45b9-bc83-f89443ccce79;120232965425640160;lifecycle_120232965425640160;cpc;2.5900;2025-10-26 14:01:41.901324+00;;scaling;2025-10-26 13:01:42.023106+00;"{""clicks"":2,""impressions"":36}";1h;false;false;1d;[];[];stable
00620015-cb8f-498b-9ede-71e40df48ccf;120232215972100160;lifecycle_120232215972100160;ctr;0.0000;2025-10-28 12:05:59+00;;scaling;2025-10-28 11:05:59.660773+00;{};1h;false;false;1d;[];[];stable
006a14eb-307a-43aa-9564-7b7a44178003;120232965433110160;lifecycle_120232965433110160;ctr;0.0000;2025-10-28 20:28:35+00;;scaling;2025-10-28 19:28:35.907495+00;{};1h;false;false;1d;[];[];stable
00711c94-439e-48ce-a43e-d1116a943631;120232965423280160;lifecycle_120232965423280160;ctr;0.0000;2025-10-27 23:51:32+00;;scaling;2025-10-27 22:51:32.709371+00;{};1h;false;false;1d;[];[];stable
00867588-89c5-4d5e-aeb0-8296a2b9cf2e;120233121784780160;lifecycle_120233121784780160;purchases;0.0000;2025-10-28 20:06:06+00;;validation;2025-10-28 19:06:06.515372+00;{};1h;false;false;1d;[];[];stable
0090b4f4-6306-4024-9544-bcdeb931d073;120232965440920160;lifecycle_120232965440920160;cpc;0.0000;2025-10-28 03:26:06+00;;scaling;2025-10-28 02:26:07.178169+00;{};1h;false;false;1d;[];[];stable
00927c8c-c84b-4db7-a1b1-4ac19059cd60;120232965429540160;lifecycle_120232965429540160;cpm;30.0000;2025-10-27 10:06:20.254729+00;;scaling;2025-10-27 09:06:20.32953+00;"{""clicks"":0,""impressions"":1}";1h;false;false;1d;[];[];stable
00a4bf3c-3b98-42b5-b300-aab2503fadcd;120232965433110160;lifecycle_120232965433110160;spend;1.4400;2025-10-26 10:35:17.836982+00;;validation;2025-10-26 09:35:17.91212+00;"{""clicks"":0,""impressions"":15}";1h;false;false;1d;[];[];stable
00aeac74-c9bf-4b7e-acbe-3bca46b25900;120232965423280160;lifecycle_120232965423280160;cpa;0.0000;2025-10-25 13:53:54.081485+00;;scaling;2025-10-25 11:53:54.191228+00;"{""clicks"":0,""impressions"":1}";1h;false;false;1d;[];[];stable
00af5e64-ad5f-422b-9eeb-76dab07f1b71;120232965440920160;lifecycle_120232965440920160;purchases;0.0000;2025-10-26 17:46:14.623054+00;;scaling;2025-10-26 16:46:14.786791+00;"{""clicks"":0,""impressions"":33}";1h;false;false;1d;[];[];stable
00b15ffd-695e-4caa-8097-05a68d095ca5;120232965435960160;lifecycle_120232965435960160;purchases;0.0000;2025-10-28 06:08:09+00;;scaling;2025-10-28 05:08:09.951394+00;{};1h;false;false;1d;[];[];stable
00ba6ad5-38ee-4671-9b97-a65eb3138d9e;120232965440920160;lifecycle_120232965440920160;ctr;0.0000;2025-10-27 08:15:31.344786+00;;scaling;2025-10-27 07:15:31.424889+00;"{""clicks"":0,""impressions"":3}";1h;false;false;1d;[];[];stable
00bb174c-98b2-4739-b8db-55d6544d9310;120232965440920160;lifecycle_120232965440920160;roas;0.0000;2025-10-28 09:50:13+00;;validation;2025-10-28 08:50:13.302665+00;{};1h;false;false;1d;[];[];stable
00bcc1ed-1410-4957-8740-0035acfb2d07;120233121784780160;lifecycle_120233121784780160;cpm;95.8000;2025-10-28 08:41:31+00;;scaling;2025-10-28 07:41:31.412244+00;{};1h;false;false;1d;[];[];stable
00c175f4-e9ac-4aa5-9015-494b80ead978;120232965440920160;lifecycle_120232965440920160;ctr;14.2857;2025-10-28 16:45:32+00;;scaling;2025-10-28 15:45:32.921331+00;{};1h;false;false;1d;[];[];stable
00c3efec-52df-408c-8324-9b210f716368;120232215972100160;lifecycle_120232215972100160;cpc;0.0000;2025-10-26 07:48:22.365324+00;;scaling;2025-10-26 06:48:22.452301+00;"{""clicks"":0,""impressions"":44}";1h;false;false;1d;[];[];stable
00c43807-b769-4549-830d-2a607f79b2a1;120232965437600160;lifecycle_120232965437600160;purchases;0.0000;2025-10-26 15:39:17.470118+00;;scaling;2025-10-26 14:39:17.568857+00;"{""clicks"":4,""impressions"":264}";1h;false;false;1d;[];[];stable
00ca962d-deef-4b96-af0f-d2f04147cff3;120232965429540160;lifecycle_120232965429540160;ctr;0.0000;2025-10-27 12:06:11+00;;scaling;2025-10-27 11:06:12.096959+00;{};1h;false;false;1d;[];[];stable
00cd8271-f8f2-4a11-b1a6-e578ee098c44;120232215972100160;lifecycle_120232215972100160;purchases;0.0000;2025-10-28 17:52:16+00;;scaling;2025-10-28 16:52:16.22197+00;{};1h;false;false;1d;[];[];stable
00d500aa-d65c-42ab-99fb-f85040339ca0;120232965433110160;lifecycle_120232965433110160;ctr;0.0000;2025-10-28 20:19:42+00;;validation;2025-10-28 19:19:42.748907+00;{};1h;false;false;1d;[];[];stable
00d68e19-a58e-4acb-8779-c9860113cb82;120232215972100160;lifecycle_120232215972100160;roas;0.0000;2025-10-28 06:43:34+00;;validation;2025-10-28 05:43:34.782297+00;{};1h;false;false;1d;[];[];stable
00d92141-4f07-4fb5-9858-9c1a876c3905;120232965433110160;lifecycle_120232965433110160;spend;1.6100;2025-10-26 21:40:47.509537+00;;validation;2025-10-26 20:40:47.603412+00;"{""clicks"":0,""impressions"":18}";1h;false;false;1d;[];[];stable
00de065a-0c87-47eb-af89-bd6cb47d5999;120232965440920160;lifecycle_120232965440920160;purchases;0.0000;2025-10-27 10:45:51.537724+00;;scaling;2025-10-27 09:45:51.628165+00;"{""clicks"":0,""impressions"":3}";1h;false;false;1d;[];[];stable
00e2a6fd-50e3-44b0-a32c-93f95d6db2e1;120232965440920160;lifecycle_120232965440920160;roas;0.0000;2025-10-28 10:43:39+00;;scaling;2025-10-28 09:43:39.332821+00;{};1h;false;false;1d;[];[];stable
00e661fe-75d1-4e68-9d23-0bbeae1da5ac;120232965425640160;lifecycle_120232965425640160;purchases;0.0000;2025-10-26 05:05:06.660676+00;;validation;2025-10-26 04:05:06.767308+00;"{""clicks"":2,""impressions"":11}";1h;false;false;1d;[];[];stable
00e8b7fb-e2e1-49a3-8945-6dfefb1b3a96;120232965437600160;lifecycle_120232965437600160;purchases;0.0000;2025-10-27 15:08:35+00;;scaling;2025-10-27 14:08:35.900377+00;{};1h;false;false;1d;[];[];stable
00e99ff5-a30d-48a0-afe9-d7dfef1d00f2;120232215972100160;lifecycle_120232215972100160;cpm;34.4444;2025-10-28 03:25:45+00;;scaling;2025-10-28 02:25:45.597837+00;{};1h;false;false;1d;[];[];stable
00eade73-c842-4721-b83c-bc80ea4ee55a;120232965425640160;lifecycle_120232965425640160;cpm;143.1731;2025-10-27 22:05:59+00;;validation;2025-10-27 21:06:00.151992+00;{};1h;false;false;1d;[];[];stable
00efdd97-ea05-4409-a153-1bbb6e3bbef7;120232215972100160;lifecycle_120232215972100160;roas;0.0000;2025-10-26 01:37:57.497722+00;;scaling;2025-10-25 23:37:57.615502+00;"{""clicks"":0,""impressions"":12}";1h;false;false;1d;[];[];stable
0101d2fe-02c9-4996-9f9b-20353868f69a;120232965437600160;lifecycle_120232965437600160;spend;22.8900;2025-10-26 20:08:56.48971+00;;scaling;2025-10-26 19:08:56.605191+00;"{""clicks"":4,""impressions"":289}";1h;false;false;1d;[];[];stable
010fee1a-b992-4216-9191-88506e026c63;120232965433110160;lifecycle_120232965433110160;cpa;0.0000;2025-10-27 16:46:53+00;;scaling;2025-10-27 15:46:53.535267+00;{};1h;false;false;1d;[];[];stable
01171fa9-a1b1-485d-8064-040b3a69e8d5;120232965437600160;lifecycle_120232965437600160;cpc;0.0000;2025-10-27 20:36:08+00;;validation;2025-10-27 19:36:09.060136+00;{};1h;false;false;1d;[];[];stable
011dcb5d-ae3c-4431-b808-0b80799213b8;120232965433110160;lifecycle_120232965433110160;spend;1.4400;2025-10-26 14:40:51.606114+00;;validation;2025-10-26 13:40:51.690669+00;"{""clicks"":0,""impressions"":15}";1h;false;false;1d;[];[];stable
0120fc1d-c2cc-4da2-884e-e0f530ccb52e;120232965433110160;lifecycle_120232965433110160;ctr;7.1429;2025-10-27 22:06:50+00;;scaling;2025-10-27 21:06:50.565059+00;{};1h;false;false;1d;[];[];stable
0129ac66-7dd8-4a7d-98fd-d6b1168734d1;120232215972100160;lifecycle_120232215972100160;purchases;0.0000;2025-10-26 12:05:59.656077+00;;scaling;2025-10-26 11:05:59.790835+00;"{""clicks"":0,""impressions"":47}";1h;false;false;1d;[];[];stable
0132cabb-9091-48fa-8069-8aafddd9e233;120232965425640160;lifecycle_120232965425640160;spend;10.9400;2025-10-27 07:37:48.447399+00;;validation;2025-10-27 06:37:48.527556+00;"{""clicks"":0,""impressions"":104}";1h;false;false;1d;[];[];stable
0133ef3a-c8b6-4608-8582-fa1c9ad5881d;120232215972100160;lifecycle_120232215972100160;spend;12.1900;2025-10-25 20:04:45.312031+00;;validation;2025-10-25 18:04:45.411276+00;"{""clicks"":0,""impressions"":115}";1h;false;false;1d;[];[];stable
0135c1ff-f22c-4d8a-b4ff-8af55cbcfc08;120233129307020160;lifecycle_120233129307020160;cpa;0.0000;2025-10-28 03:26:17+00;;scaling;2025-10-28 02:26:17.258541+00;{};1h;false;false;1d;[];[];stable
013e9a68-8f67-4ced-8209-8f383310c1f7;120232965423280160;lifecycle_120232965423280160;cpm;0.0000;2025-10-27 22:37:45+00;;validation;2025-10-27 21:37:45.908395+00;{};1h;false;false;1d;[];[];stable
0143b4d6-2938-4a6f-869e-95cc606dfa37;120232965440920160;lifecycle_120232965440920160;roas;0.0000;2025-10-26 00:38:09.286724+00;;scaling;2025-10-25 22:38:09.371295+00;"{""clicks"":0,""impressions"":2}";1h;false;false;1d;[];[];stable
014a3e3b-7c9e-4f58-ba30-f754835a96ae;120232965423280160;lifecycle_120232965423280160;purchases;0.0000;2025-10-27 23:26:54+00;;validation;2025-10-27 22:26:54.579937+00;{};1h;false;false;1d;[];[];stable
015266f2-5494-4926-89d5-051d5aa72f0a;120233129307020160;lifecycle_120233129307020160;roas;0.0000;2025-10-28 16:06:50+00;;validation;2025-10-28 15:06:50.812433+00;{};1h;false;false;1d;[];[];stable
0152b010-a82d-46dd-9886-0ae89c63d4f1;120232215972100160;lifecycle_120232215972100160;roas;0.0000;2025-10-26 01:05:10.769334+00;;validation;2025-10-25 23:05:10.917043+00;"{""clicks"":0,""impressions"":11}";1h;false;false;1d;[];[];stable
016287dd-cae7-47ab-a3e8-20562faae6e1;120232965433110160;lifecycle_120232965433110160;cpa;0.0000;2025-10-25 17:41:23.426657+00;;validation;2025-10-25 15:41:23.535903+00;"{""clicks"":0,""impressions"":14}";1h;false;false;1d;[];[];stable
016330c0-077c-4770-931f-d10a17c6c1b9;120232965440920160;lifecycle_120232965440920160;spend;0.0400;2025-10-28 07:53:46+00;;validation;2025-10-28 06:53:46.309686+00;{};1h;false;false;1d;[];[];stable
01639e3a-a257-4b30-9e70-dc9d462faa94;120232965440920160;lifecycle_120232965440920160;spend;1.7300;2025-10-25 22:40:45.976375+00;;scaling;2025-10-25 20:40:46.06498+00;"{""clicks"":1,""impressions"":6}";1h;false;false;1d;[];[];stable
01668c27-241e-4043-9cea-ee9f06a12406;120232056896520160;lifecycle_120232056896520160;ctr;0.0000;2025-10-27 12:48:53+00;;scaling;2025-10-27 11:48:53.509944+00;{};1h;false;false;1d;[];[];stable
0167d75a-9cb5-4352-b933-ddf65c52cf56;120233129307020160;lifecycle_120233129307020160;purchases;0.0000;2025-10-28 09:51:07+00;;scaling;2025-10-28 08:51:07.753495+00;{};1h;false;false;1d;[];[];stable
016e4c8d-1ca9-48f9-9958-33729424b2e6;120232965425640160;lifecycle_120232965425640160;roas;0.0000;2025-10-27 18:08:10+00;;scaling;2025-10-27 17:08:10.708153+00;{};1h;false;false;1d;[];[];stable
017f5111-baa1-4d6d-b475-4e1c1b7cd41c;120232965435960160;lifecycle_120232965435960160;spend;3.0700;2025-10-28 20:28:42+00;;scaling;2025-10-28 19:28:42.530847+00;{};1h;false;false;1d;[];[];stable
01824e52-7f4f-48a7-af79-d9a3e8eb6cbe;120233129307020160;lifecycle_120233129307020160;roas;0.0000;2025-10-28 06:07:55+00;;validation;2025-10-28 05:07:55.210441+00;{};1h;false;false;1d;[];[];stable
0188ff24-0c7c-4dc4-b51d-7a228ab98c74;120232056896520160;lifecycle_120232056896520160;purchases;0.0000;2025-10-27 08:15:10.023999+00;;scaling;2025-10-27 07:15:10.102059+00;"{""clicks"":0,""impressions"":1}";1h;false;false;1d;[];[];stable
018c38cb-5285-4796-b0f8-499cee723bfd;120232965433110160;lifecycle_120232965433110160;roas;0.0000;2025-10-28 20:28:01+00;;validation;2025-10-28 19:28:01.299229+00;{};1h;false;false;1d;[];[];stable
018c7fd5-7d70-4f2f-a27c-d9bfc5992615;120232965433110160;lifecycle_120232965433110160;spend;0.8200;2025-10-28 05:06:34+00;;scaling;2025-10-28 04:06:34.422881+00;{};1h;false;false;1d;[];[];stable
0190eae1-5fe1-453a-88b7-fac158455c6e;120233129307020160;lifecycle_120233129307020160;cpa;0.0000;2025-10-28 08:41:03+00;;validation;2025-10-28 07:41:03.17575+00;{};1h;false;false;1d;[];[];stable
01a70289-a6e6-4d5a-be6a-287f9204551e;120232965435960160;lifecycle_120232965435960160;cpm;82.7273;2025-10-28 13:06:44+00;;validation;2025-10-28 12:06:44.592787+00;{};1h;false;false;1d;[];[];stable
01b6aab4-65dc-4c21-ae44-d7bb97dd7c9d;120232215972100160;lifecycle_120232215972100160;ctr;0.0000;2025-10-25 15:44:03.225356+00;;validation;2025-10-25 13:44:03.306423+00;"{""clicks"":0,""impressions"":100}";1h;false;false;1d;[];[];stable
01b95c98-1e70-42b5-88b6-3b113ac06b1b;120232965425640160;lifecycle_120232965425640160;ctr;5.0000;2025-10-26 15:05:33.654074+00;;validation;2025-10-26 14:05:33.768441+00;"{""clicks"":2,""impressions"":40}";1h;false;false;1d;[];[];stable
01b98e56-d96f-4fdf-803e-778f9bfbfe4b;120232215972100160;lifecycle_120232215972100160;ctr;0.0000;2025-10-25 19:05:22.490376+00;;scaling;2025-10-25 17:05:22.572817+00;"{""clicks"":0,""impressions"":112}";1h;false;false;1d;[];[];stable
01bb686f-d249-4da5-a587-c32f3be93d58;AD_TEST_1;lifecycle_AD_TEST_1;ctr;0.0000;2025-10-26 21:48:18.917084+00;;scaling;2025-10-26 20:48:18.987797+00;"{""clicks"":35,""impressions"":4200}";1h;false;false;1d;[];[];stable
01ce5bd1-fee5-490c-a7a2-7d44166814de;120232965433110160;lifecycle_120232965433110160;roas;0.0000;2025-10-28 01:43:24+00;;validation;2025-10-28 00:43:25.047828+00;{};1h;false;false;1d;[];[];stable
01d856bf-a110-46e0-b529-752839e16099;120232965425640160;lifecycle_120232965425640160;cpc;0.0000;2025-10-27 16:46:43+00;;scaling;2025-10-27 15:46:44.126868+00;{};1h;false;false;1d;[];[];stable
01e2998a-c429-4284-aaca-4df37a634872;120232965433110160;lifecycle_120232965433110160;cpc;0.0000;2025-10-28 01:43:49+00;;scaling;2025-10-28 00:43:49.704286+00;{};1h;false;false;1d;[];[];stable
01ed5950-bbfc-42ef-9213-e228fb6eca0b;120233129307020160;lifecycle_120233129307020160;purchases;0.0000;2025-10-28 00:35:27+00;;validation;2025-10-27 23:35:27.598917+00;{};1h;false;false;1d;[];[];stable
01ef13fb-8d04-4a86-8f20-00b5d2bdaa2c;120232215972100160;lifecycle_120232215972100160;cpm;226.7273;2025-10-27 23:42:06+00;;validation;2025-10-27 22:42:06.612246+00;{};1h;false;false;1d;[];[];stable
01f04d1f-9141-4453-a864-2e328138fe5c;120232965433110160;lifecycle_120232965433110160;roas;0.0000;2025-10-27 22:06:50+00;;scaling;2025-10-27 21:06:51.052693+00;{};1h;false;false;1d;[];[];stable
01f95412-df76-4848-9efa-27aac02f70b7;120232965440920160;lifecycle_120232965440920160;spend;0.2000;2025-10-27 17:51:45+00;;validation;2025-10-27 16:51:45.993441+00;{};1h;false;false;1d;[];[];stable
01fcb5f2-b896-4de9-beb9-5bf758cec0b7;120232965425640160;lifecycle_120232965425640160;cpa;0.0000;2025-10-27 18:07:17+00;;validation;2025-10-27 17:07:17.659708+00;{};1h;false;false;1d;[];[];stable
0201bf7f-9746-4d58-9624-6f2c110ae1a2;120232965425640160;lifecycle_120232965425640160;cpa;0.0000;2025-10-26 01:05:39.485539+00;;scaling;2025-10-25 23:05:39.625387+00;"{""clicks"":1,""impressions"":3}";1h;false;false;1d;[];[];stable
0202bd4a-822e-4e0b-b2ae-8c480339dfea;120232965423280160;lifecycle_120232965423280160;spend;0.0000;2025-10-27 20:36:26+00;;scaling;2025-10-27 19:36:26.5779+00;{};1h;false;false;1d;[];[];stable
020412d0-4a73-4780-b76c-47739a14989a;120233121784780160;lifecycle_120233121784780160;roas;0.0000;2025-10-28 20:20:26+00;;scaling;2025-10-28 19:20:26.561608+00;{};1h;false;false;1d;[];[];stable
0204cee8-ad03-4df0-96cc-733453a8afd5;120232965433110160;lifecycle_120232965433110160;spend;1.4400;2025-10-26 14:23:40.238168+00;;scaling;2025-10-26 13:23:40.359508+00;"{""clicks"":0,""impressions"":15}";1h;false;false;1d;[];[];stable
020715b1-34f0-483d-9bf7-51edbd0ecf03;120232965440920160;lifecycle_120232965440920160;roas;0.0000;2025-10-27 20:06:50+00;;scaling;2025-10-27 19:06:50.844784+00;{};1h;false;false;1d;[];[];stable
020801a3-27cf-4fe5-9351-ac944f730ea2;120232965423280160;lifecycle_120232965423280160;cpm;0.0000;2025-10-25 17:06:47.869728+00;;validation;2025-10-25 15:06:47.975177+00;"{""clicks"":0,""impressions"":1}";1h;false;false;1d;[];[];stable
0211c163-ccfb-469b-906d-81c218dc3319;120232056896520160;lifecycle_120232056896520160;ctr;0.0000;2025-10-26 17:05:42.263992+00;;validation;2025-10-26 16:05:42.386349+00;"{""clicks"":0,""impressions"":1}";1h;false;false;1d;[];[];stable
021858a5-2f4e-40b8-9979-bcdfeeb3d479;120232965423280160;lifecycle_120232965423280160;spend;0.0000;2025-10-25 19:36:57.973775+00;;scaling;2025-10-25 17:36:58.055508+00;"{""clicks"":0,""impressions"":1}";1h;false;false;1d;[];[];stable
021b20c9-8d64-48d1-b8d1-13026224e088;120232056896520160;lifecycle_120232056896520160;spend;1.6800;2025-10-25 20:04:42.260455+00;;validation;2025-10-25 18:04:42.343381+00;"{""clicks"":2,""impressions"":5}";1h;false;false;1d;[];[];stable
02220706-9174-4046-95f0-763a8c3e3c84;120232965433110160;lifecycle_120232965433110160;spend;0.1600;2025-10-25 18:08:01.18429+00;;scaling;2025-10-25 16:08:01.324022+00;"{""clicks"":0,""impressions"":15}";1h;false;false;1d;[];[];stable
02249b40-5b39-4b63-806b-aed9f8b5030e;120232965435960160;lifecycle_120232965435960160;cpm;99.0323;2025-10-28 19:28:01+00;;scaling;2025-10-28 18:28:01.571145+00;{};1h;false;false;1d;[];[];stable
022d517d-466c-44dc-a279-fc57a30c127b;120232965433110160;lifecycle_120232965433110160;cpc;0.2400;2025-10-27 19:50:53+00;;validation;2025-10-27 18:50:54.008108+00;{};1h;false;false;1d;[];[];stable
022ed09a-569d-44cf-be83-c59a036e0749;120232965440920160;lifecycle_120232965440920160;cpa;0.0000;2025-10-26 22:08:38.125333+00;;validation;2025-10-26 21:08:38.25451+00;"{""clicks"":0,""impressions"":38}";1h;false;false;1d;[];[];stable
0231c45b-3e51-49c9-ad53-412d45fe5422;120232965440920160;lifecycle_120232965440920160;spend;0.2600;2025-10-27 22:38:10+00;;validation;2025-10-27 21:38:10.75273+00;{};1h;false;false;1d;[];[];stable
023304b3-37d0-4fe5-8b04-0ec843241830;120232965440920160;lifecycle_120232965440920160;roas;0.0000;2025-10-26 21:40:53.69891+00;;validation;2025-10-26 20:40:53.795684+00;"{""clicks"":0,""impressions"":37}";1h;false;false;1d;[];[];stable
0233880f-52c6-471b-87e6-4b25cc99b531;120232965433110160;lifecycle_120232965433110160;cpm;21.0000;2025-10-27 08:15:26.510847+00;;scaling;2025-10-27 07:15:26.58423+00;"{""clicks"":1,""impressions"":10}";1h;false;false;1d;[];[];stable
023753bd-d635-44cd-baca-9ab1649ad322;120232215972100160;lifecycle_120232215972100160;cpm;33.9286;2025-10-28 10:43:27+00;;scaling;2025-10-28 09:43:27.976365+00;{};1h;false;false;1d;[];[];stable
023a5988-1b21-4ca1-90cd-056796999845;120232215972100160;lifecycle_120232215972100160;cpc;2.0200;2025-10-27 16:07:47+00;;scaling;2025-10-27 15:07:47.289897+00;{};1h;false;false;1d;[];[];stable
024b3639-37ec-4230-8235-1798cf122af0;120233121784780160;lifecycle_120233121784780160;ctr;1.3953;2025-10-28 19:53:07+00;;validation;2025-10-28 18:53:08.149798+00;{};1h;false;false;1d;[];[];stable
024edd3c-88c4-43b6-99e3-16e2b28a237f;120232965423280160;lifecycle_120232965423280160;cpm;0.0000;2025-10-27 16:46:39+00;;scaling;2025-10-27 15:46:39.383211+00;{};1h;false;false;1d;[];[];stable
024fe42f-2d02-4474-adcb-a5d77daef255;120232215972100160;lifecycle_120232215972100160;spend;9.8100;2025-10-27 18:43:14+00;;scaling;2025-10-27 17:43:14.451931+00;{};1h;false;false;1d;[];[];stable
025d827a-835c-4460-8ea6-e76152833a06;120232965423280160;lifecycle_120232965423280160;spend;0.0000;2025-10-27 20:05:45+00;;validation;2025-10-27 19:05:45.274828+00;{};1h;false;false;1d;[];[];stable
0269e16d-c165-46cb-85ee-847b96e5a8b2;120232215972100160;lifecycle_120232215972100160;cpm;40.6667;2025-10-28 04:31:31+00;;validation;2025-10-28 03:31:31.985605+00;{};1h;false;false;1d;[];[];stable
026dcf4f-b340-4c27-8374-c5615f68c0f4;120232056896520160;lifecycle_120232056896520160;spend;1.7900;2025-10-25 23:05:09.903599+00;;validation;2025-10-25 21:05:09.992109+00;"{""clicks"":2,""impressions"":6}";1h;false;false;1d;[];[];stable
02788cf4-e5c2-4088-a45a-846c17762fc1;120232965440920160;lifecycle_120232965440920160;cpm;93.7500;2025-10-28 19:49:26+00;;scaling;2025-10-28 18:49:26.756744+00;{};1h;false;false;1d;[];[];stable
027ccff6-d0ed-423f-b43b-8fe223ef93ff;120232965425640160;lifecycle_120232965425640160;cpa;0.0000;2025-10-26 02:46:49.68332+00;;validation;2025-10-26 00:46:49.79423+00;"{""clicks"":1,""impressions"":4}";1h;false;false;1d;[];[];stable
027d025e-ff09-4b2b-a0d9-b52f89f774ca;120232215972100160;lifecycle_120232215972100160;ctr;0.0000;2025-10-26 18:05:34.41252+00;;validation;2025-10-26 17:05:34.513384+00;"{""clicks"":0,""impressions"":58}";1h;false;false;1d;[];[];stable
027d97a0-3be5-4163-b1cd-d227093c2e8b;120232965435960160;lifecycle_120232965435960160;spend;0.8700;2025-10-28 07:54:13+00;;scaling;2025-10-28 06:54:13.415122+00;{};1h;false;false;1d;[];[];stable
028331a4-838a-4812-aa15-74dd18284fce;120232965423280160;lifecycle_120232965423280160;cpm;0.0000;2025-10-27 22:05:55+00;;validation;2025-10-27 21:05:56.159863+00;{};1h;false;false;1d;[];[];stable
02866d16-f159-4c28-9f8d-f2c99385032e;120232965425640160;lifecycle_120232965425640160;ctr;6.0606;2025-10-26 12:34:54.117058+00;;validation;2025-10-26 11:34:54.196433+00;"{""clicks"":2,""impressions"":33}";1h;false;false;1d;[];[];stable
02885bd7-7859-4a76-8e84-59b44868e312;120232965423280160;lifecycle_120232965423280160;spend;0.0000;2025-10-27 12:06:06+00;;scaling;2025-10-27 11:06:06.906631+00;{};1h;false;false;1d;[];[];stable
029082d9-1f3c-4a38-91bb-2c341bda456e;120232215972100160;lifecycle_120232215972100160;cpm;173.1915;2025-10-26 13:05:17.810675+00;;scaling;2025-10-26 12:05:17.890008+00;"{""clicks"":0,""impressions"":47}";1h;false;false;1d;[];[];stable
02974ce1-2b80-4d89-a966-d9f332c14b8f;120232965425640160;lifecycle_120232965425640160;purchases;0.0000;2025-10-25 18:07:56.449896+00;;scaling;2025-10-25 16:07:56.585884+00;"{""clicks"":0,""impressions"":16}";1h;false;false;1d;[];[];stable
02a2b86a-9d76-4041-b91d-b886c5cb6e30;120232215972100160;lifecycle_120232215972100160;cpm;85.3333;2025-10-27 12:05:38+00;;validation;2025-10-27 11:05:39.147572+00;{};1h;false;false;1d;[];[];stable
02ae0191-19ea-4173-987f-bc2901663084;120232215972100160;lifecycle_120232215972100160;spend;1.3300;2025-10-28 14:08:16+00;;scaling;2025-10-28 13:08:16.891575+00;{};1h;false;false;1d;[];[];stable
02b0417e-a9de-40e9-bf40-50817b3180a7;120232965433110160;lifecycle_120232965433110160;ctr;0.0000;2025-10-26 14:40:51.173806+00;;validation;2025-10-26 13:40:51.255269+00;"{""clicks"":0,""impressions"":15}";1h;false;false;1d;[];[];stable
02b6532b-b9df-4348-b7c0-276a468fa866;120232056896520160;lifecycle_120232056896520160;spend;1.2900;2025-10-27 14:09:54+00;;scaling;2025-10-27 13:09:55.045055+00;{};1h;false;false;1d;[];[];stable
02b6ee54-0ebe-4201-a7a0-b23a5e8094a5;120232965435960160;lifecycle_120232965435960160;purchases;0.0000;2025-10-27 20:06:01+00;;validation;2025-10-27 19:06:01.289877+00;{};1h;false;false;1d;[];[];stable
02b819fe-14ab-4099-b1af-8de5dddeef7a;120233129307020160;lifecycle_120233129307020160;spend;2.9900;2025-10-28 08:08:22+00;;scaling;2025-10-28 07:08:22.683132+00;{};1h;false;false;1d;[];[];stable
02c235f8-65a5-4518-a276-5aadb8670b6d;120232965433110160;lifecycle_120232965433110160;roas;0.0000;2025-10-27 08:15:25.696617+00;;scaling;2025-10-27 07:15:25.935669+00;"{""clicks"":1,""impressions"":10}";1h;false;false;1d;[];[];stable
02c4cc6d-489e-48c1-b8f3-a30ab00363e9;120233129307020160;lifecycle_120233129307020160;cpa;0.0000;2025-10-28 04:56:43+00;;validation;2025-10-28 03:56:43.391609+00;{};1h;false;false;1d;[];[];stable
02c649a9-c2b9-4857-b4fa-c46da6b3cb68;120232965435960160;lifecycle_120232965435960160;roas;0.0000;2025-10-28 11:05:56+00;;validation;2025-10-28 10:05:57.025852+00;{};1h;false;false;1d;[];[];stable
02cb7595-99d8-4286-b565-e8e44179a95b;120232965440920160;lifecycle_120232965440920160;purchases;0.0000;2025-10-27 21:42:30+00;;validation;2025-10-27 20:42:31.103591+00;{};1h;false;false;1d;[];[];stable
02cbed00-8fc1-4a5f-91a0-bf8a344a2c18;120232965440920160;lifecycle_120232965440920160;cpc;0.0000;2025-10-25 15:44:17.829283+00;;validation;2025-10-25 13:44:17.937013+00;"{""clicks"":0,""impressions"":2}";1h;false;false;1d;[];[];stable
02cbf016-1259-4696-b9f2-693733936cb0;120232965433110160;lifecycle_120232965433110160;cpm;7.1429;2025-10-28 03:25:14+00;;validation;2025-10-28 02:25:15.030368+00;{};1h;false;false;1d;[];[];stable
